arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset,arg1 gloss (abbreviated),arg2 gloss (abbreviated)
execute%2:41:01::,202484208,event,execution%1:04:01::,100220522,"murder in a planned fashion; ""The Mafios...",unlawful premeditated killing of a human...
execute%2:41:00::,202483267,event,execution%1:04:00::,101163779,kill as a means of socially sanctioned p...,putting a condemned person to death
execute%2:36:01::,201712704,event,execution%1:04:02::,100097504,"carry out or perform an action; ""John di...",the act of performing; of doing somethin...
execute%2:36:00::,201640855,event,execution%1:04:03::,101127379,"put in effect; ""carry out a task""; ""exec...",the act of accomplishing some aim or exe...
exemplify%2:32:00::,201021128,event,exemplification%1:10:00::,106880533,clarify by giving an example of,showing by example
exempt%2:41:00::,202564146,event,exemption%1:26:00::,114528873,grant relief or an exemption from a rule...,immunity from an obligation or duty
exenterate%2:30:00::,200176618,event,exenteration%1:04:00::,100673710,remove the contents of (an organ),surgical removal of the organs within a ...
exert%2:41:00::,202371811,event,exertion%1:04:00::,100621627,make a great effort at a mental or physi...,use of physical or mental energy; hard w...
exfoliate%2:35:00::,201513838,event,exfoliation%1:19:00::,111445753,"cast off in scales, laminae, or splinter...",the peeling off in flakes or scales of b...
exfoliate%2:35:01::,201263336,event,exfoliation%1:19:00::,111445753,"remove the surface, in scales or laminae...",the peeling off in flakes or scales of b...
exfoliate%2:35:03::,201260159,event,exfoliation%1:19:00::,111445753,come off in a very thin piece,the peeling off in flakes or scales of b...
exhale%2:29:00::,200004227,event,exhalation%1:04:00::,100835267,"expel air; ""Exhale when you lift the wei...",the act of expelling air from the lungs
exhaust%2:40:00::,202280869,event,exhaustion%1:04:00::,100356621,"deplete; ""exhaust one's savings""; ""We qu...",the act of exhausting something entirely...
exhaust%2:34:00::,201157517,event,exhaustion%1:04:00::,100356621,"use up (resources or materials); ""this c...",the act of exhausting something entirely...
exhaust%2:30:00::,200450997,event,exhaustion%1:04:00::,100356621,"use up the whole supply of; ""We have exh...",the act of exhausting something entirely...
exhaust%2:29:00::,200075421,event,exhaustion%1:04:00::,100356621,"wear out completely; ""This kind of work ...",the act of exhausting something entirely...
exhibit%2:42:00::,202631856,event,exhibition%1:04:00::,100522145,"show an attribute, property, knowledge, ...","the act of exhibiting; ""a remarkable exh..."
exhibit%2:39:01::,202140033,event,exhibition%1:04:00::,100522145,"to show, make visible or apparent; ""The ...","the act of exhibiting; ""a remarkable exh..."
exhort%2:32:01::,200858781,event,exhortation%1:10:01::,107139700,spur on or encourage especially by cheer...,a communication intended to urge or pers...
exhort%2:32:01::,200858781,event,exhortation%1:10:00::,107246036,spur on or encourage especially by cheer...,the act of exhorting; an earnest attempt...
exhort%2:32:00::,200765649,event,exhortation%1:10:01::,107139700,force or impel in an indicated direction...,a communication intended to urge or pers...
exhort%2:32:00::,200765649,event,exhortation%1:10:00::,107246036,force or impel in an indicated direction...,the act of exhorting; an earnest attempt...
exhume%2:41:00::,202457058,event,exhumation%1:04:00::,100044900,dig up for reburial or for medical inves...,the act of digging something out of the ...
exonerate%2:32:00::,200904046,event,exoneration%1:04:00::,101241331,pronounce not guilty of criminal charges...,the act of vindicating or defending agai...
expand%2:32:10::,200955601,event,expansion%1:10:00::,107172756,"add details, as to an account or idea; c...",a discussion that provides additional in...
expand%2:32:10::,200955601,event,expansion%1:04:01::,100371314,"add details, as to an account or idea; c...",adding information or detail
expatiate%2:32:00::,200955601,event,expatiation%1:10:00::,107139151,"add details, as to an account or idea; c...",a discussion (spoken or written) that en...
expatriate%2:41:00::,202499312,event,expatriation%1:04:00::,100207761,"expel from a country; ""The poet was exil...",the act of expelling a person from their...
expatriate%2:30:01::,200416399,event,expatriation%1:04:01::,100056087,move away from one's native country and ...,migration from a place (especially migra...
expect%2:31:01::,200720063,event,expectation%1:26:00::,114486122,look forward to the probable occurrence ...,anticipating with confidence of fulfillm...
expect%2:29:02::,200059376,event,expectation%1:26:00::,114486122,"look forward to the birth of a child; ""S...",anticipating with confidence of fulfillm...
expectorate%2:29:00::,200006238,event,expectoration%1:22:00::,113477934,discharge (phlegm or sputum) from the lu...,the process of coughing up and spitting ...
expectorate%2:29:00::,200006238,event,expectoration%1:04:00::,100118552,discharge (phlegm or sputum) from the lu...,the act of spitting (forcefully expellin...
expel%2:41:00::,202501738,event,expulsion%1:04:01::,100206927,"force to leave or move out; ""He was expe...",the act of forcing out someone or someth...
expel%2:41:01::,202401809,event,expulsion%1:04:01::,100206927,"remove from a position or office; ""The c...",the act of forcing out someone or someth...
expel%2:29:00::,200104868,event,expulsion%1:04:00::,100116687,"eliminate (a substance); ""combustion pro...",the act of expelling or projecting or ej...
experiment%2:41:02::,202532886,event,experimentation%1:09:00::,105798043,"try something new, as in order to gain e...","the testing of an idea; ""it was an exper..."
experiment%2:41:01::,202532595,event,experimentation%1:09:00::,105798043,"to conduct a test or investigation; ""We ...","the testing of an idea; ""it was an exper..."
experiment%2:41:01::,202532595,event,experimentation%1:04:00::,100639556,"to conduct a test or investigation; ""We ...",the act of conducting a controlled test ...
expiate%2:41:00::,202520509,event,expiation%1:21:00::,113292787,"make amends for; ""expiate one's sins""","compensation for a wrong; ""we were unabl..."
expiate%2:41:00::,202520509,event,expiation%1:04:00::,100095121,"make amends for; ""expiate one's sins""",the act of atoning for sin or wrongdoing...
expire%2:42:00::,202684784,event,expiration%1:28:00::,115268682,"lose validity; ""My passports expired las...",a coming to an end of a contract period;...
expire%2:30:00::,200358431,event,expiration%1:11:00::,107333649,pass from physical life and lose all bod...,"euphemistic expressions for death; ""thou..."
expire%2:29:00::,200004227,event,expiration%1:04:00::,100835267,"expel air; ""Exhale when you lift the wei...",the act of expelling air from the lungs
explain%2:32:00::,200939277,event,explanation%1:10:01::,107232421,"make plain and comprehensible; ""He expla...",the act of explaining; making something ...
explain%2:32:01::,201065456,event,explanation%1:10:00::,106738281,"define; ""The committee explained their p...",a statement that makes something compreh...
explain%2:32:02::,200893435,event,explanation%1:10:01::,107232421,serve as a reason or cause or justificat...,the act of explaining; making something ...
explicate%2:32:00::,200939277,event,explication%1:10:01::,107232811,"make plain and comprehensible; ""He expla...",the act of making clear or removing obsc...
explicate%2:32:00::,200939277,event,explication%1:10:00::,106743362,"make plain and comprehensible; ""He expla...",a detailed explanation of the meaning of...
explicate%2:32:01::,200925873,event,explication%1:10:00::,106743362,"elaborate, as of theories and hypotheses...",a detailed explanation of the meaning of...
explode%2:32:02::,201055661,event,explosion%1:10:00::,107116443,cause to burst as a result of air pressu...,the terminal forced release of pressure ...
explode%2:30:01::,200306723,event,explosion%1:04:00::,100377364,cause to burst with a violent release of...,"the act of exploding or bursting; ""the e..."
explode%2:30:01::,200306723,event,explosion%1:11:00::,107308563,cause to burst with a violent release of...,a violent release of energy caused by a ...
explode%2:30:03::,200306539,event,explosion%1:10:01::,107014854,be unleashed; emerge with violence or no...,"a sudden outburst; ""an explosion of laug..."
explode%2:30:00::,200306017,event,explosion%1:04:00::,100377364,"burst outward, usually with noise; ""The ...","the act of exploding or bursting; ""the e..."
explode%2:30:02::,200157623,event,explosion%1:11:01::,107414068,increase rapidly and in an uncontrolled ...,"a sudden great increase; ""the population..."
exploit%2:41:00::,202409148,event,exploitation%1:04:00::,100948206,"work excessively hard; ""he is exploiting...",the act of making some area of land or w...
exploit%2:34:01::,201164273,event,exploitation%1:04:00::,100948206,"draw from; make good use of; ""we must ex...",the act of making some area of land or w...
exploit%2:34:00::,201162754,event,exploitation%1:04:01::,100418903,"use or manipulate to one's advantage; ""H...",an act that exploits or victimizes someo...
exploit%2:34:00::,201162754,event,exploitation%1:04:00::,100948206,"use or manipulate to one's advantage; ""H...",the act of making some area of land or w...
explore%2:31:01::,200649481,event,exploration%1:09:00::,105785311,"travel to or penetrate into; ""explore un...","a systematic consideration; ""he called f..."
explore%2:31:01::,200649481,event,exploration%1:04:02::,100310063,"travel to or penetrate into; ""explore un...",to travel for the purpose of discovery
explore%2:31:00::,200648224,event,exploration%1:09:00::,105785311,"inquire into; ""the students had to resea...","a systematic consideration; ""he called f..."
explore%2:31:02::,200646271,event,exploration%1:09:00::,105785311,examine minutely,"a systematic consideration; ""he called f..."
explore%2:31:02::,200646271,event,exploration%1:04:00::,100945777,examine minutely,a careful systematic search
explore%2:31:03::,200645939,event,exploration%1:04:00::,100945777,examine (organs) for diagnostic purposes...,a careful systematic search
export%2:40:00::,202346409,event,exportation%1:06:00::,103306207,"sell or transfer abroad; ""we export less...",commodities (goods or services) sold to ...
export%2:40:00::,202346409,event,exportation%1:04:00::,101111952,"sell or transfer abroad; ""we export less...",the commercial activity of selling and s...
exposit%2:32:00::,201001294,event,exposition%1:10:00::,106742426,"state; ""set forth one's reasons""",a systematic interpretation or explanati...
